GENE	QUES	P	CARRIER_1	CARRIER_0	NONCARRIER_1	NONCARRIER_0
BPGM	q24_nod_head	0.2328836	11	2	3566	257
BPGM	q25_shake_head	1	12	1	3595	232
BPGM	q26_look_directly	0.6736632	13	0	3646	172
BPGM	q27_smile_back	0.2988506	12	1	3720	101
BPGM	q28_things_interested	0.2233883	12	1	3747	72
BPGM	q29_share	0.1514243	11	2	3618	202
BPGM	q30_join_enjoyment	1	13	0	3717	88
BPGM	q31_comfort	0.6266867	13	0	3561	253
BPGM	q32_help_attention	1	12	1	3650	163
BPGM	q33_range_expressions	0.1944028	12	1	3751	62
BPGM	q34_copy_actions	1	12	1	3581	238
BPGM	q35_make_believe	1	11	1	3616	197
BPGM	q36_same_age	0.6426787	13	0	3607	213
BPGM	q37_respond_positively	0.6701649	13	0	3651	167
BPGM	q38_pay_attention	1	12	1	3599	213
BPGM	q39_imaginative_games	1	12	1	3474	343
BPGM	q40_cooperatively_games	1	12	1	3579	245
C2orf50	q01_phrases	1	14	0	3721	115
C2orf50	q02_conversation	1	14	0	3572	118
C2orf50	q03_odd_phrase	0.7266367	3	11	566	3122
C2orf50	q04_inappropriate_question	0.5232384	1	13	555	3138
C2orf50	q05_pronouns_mixed	0.5327336	2	12	862	2828
C2orf50	q06_invented_words	0.7186407	3	11	608	3081
C2orf50	q07_same_over	0.6436782	2	12	336	3352
C2orf50	q08_particular_way	0.1114443	4	10	538	3290
C2orf50	q09_expressions_appropriate	0.3398301	9	5	2946	884
C2orf50	q10_hand_tool	1	2	11	564	3266
C2orf50	q11_interest_preoccupy	0.6251874	0	14	231	3597
C2orf50	q12_parts_object	1	1	13	251	3583
C2orf50	q13_interests_intensity	1	2	12	519	3311
C2orf50	q14_senses	1	1	13	310	3517
C2orf50	q15_odd_ways	1	1	13	231	3600
C2orf50	q16_complicated_movements	0.6121939	2	12	342	3487
C2orf50	q17_injured_deliberately	1	1	13	295	3532
C2orf50	q18_objects_carry	0.3793103	0	13	372	3457
C2orf50	q19_best_friend	0.5092454	10	4	3031	807
C2orf50	q20_talk_friendly	0.6336832	14	0	3567	255
C2orf50	q21_copy_you	1	12	2	3276	552
C2orf50	q22_point_things	1	13	1	3423	397
C2orf50	q23_gestures_wanted	0.5567216	12	2	2904	921
C2orf50	q24_nod_head	0.6141929	14	0	3563	259
C2orf50	q25_shake_head	0.6141929	14	0	3593	233
C2orf50	q26_look_directly	0.6516742	14	0	3645	172
C2orf50	q27_smile_back	1	14	0	3718	102
C2orf50	q28_things_interested	1	14	0	3745	73
C2orf50	q29_share	0.6161919	14	0	3615	204
C2orf50	q30_join_enjoyment	1	14	0	3716	88
C2orf50	q31_comfort	0.6111944	14	0	3560	253
C2orf50	q32_help_attention	0.6646677	14	0	3648	164
C2orf50	q33_range_expressions	1	14	0	3749	63
C2orf50	q34_copy_actions	0.6256872	14	0	3579	239
C2orf50	q35_make_believe	0.6421789	14	0	3613	198
C2orf50	q36_same_age	0.1944028	12	2	3608	211
C2orf50	q37_respond_positively	0.1254373	12	2	3652	165
C2orf50	q38_pay_attention	0.6371814	14	0	3597	214
C2orf50	q39_imaginative_games	1	13	1	3473	343
C2orf50	q40_cooperatively_games	1	13	1	3578	245
CAMK2B	q01_phrases	1	13	0	3722	115
CAMK2B	q02_conversation	0.06296852	11	2	3575	116
CAMK2B	q03_odd_phrase	0.6996502	1	12	568	3121
CAMK2B	q04_inappropriate_question	1	2	11	554	3140
CAMK2B	q05_pronouns_mixed	0.2013993	1	12	863	2828
CAMK2B	q06_invented_words	0.5052474	1	12	610	3080
CAMK2B	q07_same_over	1	1	12	337	3352
CAMK2B	q08_particular_way	0.2453773	0	13	542	3287
CAMK2B	q09_expressions_appropriate	1	10	3	2945	886
CAMK2B	q10_hand_tool	0.7106447	1	12	565	3265
CAMK2B	q11_interest_preoccupy	0.6251874	0	13	231	3598
CAMK2B	q12_parts_object	0.6236882	0	13	252	3583
CAMK2B	q13_interests_intensity	0.7121439	1	12	520	3311
CAMK2B	q14_senses	0.4272864	0	13	311	3517
CAMK2B	q15_odd_ways	0.6231884	0	13	232	3600
CAMK2B	q16_complicated_movements	0.3938031	0	13	344	3486
CAMK2B	q17_injured_deliberately	0.4022989	0	13	296	3532
CAMK2B	q18_objects_carry	0.3938031	0	13	372	3457
CAMK2B	q19_best_friend	0.4907546	9	4	3032	807
CAMK2B	q20_talk_friendly	0.6246877	13	0	3568	255
CAMK2B	q21_copy_you	1	11	2	3277	552
CAMK2B	q22_point_things	0.6376812	11	2	3425	396
CAMK2B	q23_gestures_wanted	1	10	3	2906	920
CAMK2B	q24_nod_head	0.6371814	13	0	3564	259
CAMK2B	q25_shake_head	0.6306847	13	0	3594	233
CAMK2B	q26_look_directly	0.6451774	13	0	3646	172
CAMK2B	q27_smile_back	1	13	0	3719	102
CAMK2B	q28_things_interested	1	13	0	3746	73
CAMK2B	q29_share	0.6361819	13	0	3616	204
CAMK2B	q30_join_enjoyment	1	13	0	3717	88
CAMK2B	q31_comfort	1	12	1	3562	252
CAMK2B	q32_help_attention	0.6861569	13	0	3649	164
CAMK2B	q33_range_expressions	1	13	0	3750	63
CAMK2B	q34_copy_actions	1	12	1	3581	238
CAMK2B	q35_make_believe	0.1394303	11	2	3616	196
CAMK2B	q36_same_age	0.6336832	13	0	3607	213
CAMK2B	q37_respond_positively	0.6601699	13	0	3651	167
CAMK2B	q38_pay_attention	0.6401799	13	0	3598	214
CAMK2B	q39_imaginative_games	1	12	1	3474	343
CAMK2B	q40_cooperatively_games	1	12	1	3579	245
ARSJ	q01_phrases	1	9	0	3726	115
ARSJ	q02_conversation	1	9	0	3577	118
ARSJ	q03_odd_phrase	1	1	8	568	3125
ARSJ	q04_inappropriate_question	1	1	8	555	3143
ARSJ	q05_pronouns_mixed	0.4762619	1	8	863	2832
ARSJ	q06_invented_words	1	1	8	610	3084
ARSJ	q07_same_over	1	1	8	337	3356
ARSJ	q08_particular_way	1	1	8	541	3292
ARSJ	q09_expressions_appropriate	1	6	2	2949	887
ARSJ	q10_hand_tool	0.6361819	2	7	564	3270
ARSJ	q11_interest_preoccupy	0.6766617	0	9	231	3602
ARSJ	q12_parts_object	0.6411794	0	9	252	3587
ARSJ	q13_interests_intensity	1	1	8	520	3315
ARSJ	q14_senses	1	1	8	310	3522
ARSJ	q15_odd_ways	1	1	8	231	3605
ARSJ	q16_complicated_movements	0.6361819	0	9	344	3490
ARSJ	q17_injured_deliberately	0.6431784	0	9	296	3536
ARSJ	q18_objects_carry	0.6281859	0	9	372	3461
ARSJ	q19_best_friend	0.2218891	9	0	3032	811
ARSJ	q20_talk_friendly	0.6556722	9	0	3572	255
ARSJ	q21_copy_you	0.6306847	7	2	3281	552
ARSJ	q22_point_things	0.5992004	8	0	3428	398
ARSJ	q23_gestures_wanted	0.4462769	8	1	2908	922
ARSJ	q24_nod_head	0.6381809	9	0	3568	259
ARSJ	q25_shake_head	0.6726637	9	0	3598	233
ARSJ	q26_look_directly	1	9	0	3650	172
ARSJ	q27_smile_back	1	9	0	3723	102
ARSJ	q28_things_interested	1	9	0	3750	73
ARSJ	q29_share	1	9	0	3620	204
ARSJ	q30_join_enjoyment	1	9	0	3721	88
ARSJ	q31_comfort	0.6491754	9	0	3565	253
ARSJ	q32_help_attention	1	9	0	3653	164
ARSJ	q33_range_expressions	1	9	0	3754	63
ARSJ	q34_copy_actions	0.6596702	9	0	3584	239
ARSJ	q35_make_believe	1	9	0	3618	198
ARSJ	q36_same_age	0.6856572	9	0	3611	213
ARSJ	q37_respond_positively	0.3348326	8	1	3656	166
ARSJ	q38_pay_attention	0.6736632	9	0	3602	214
ARSJ	q39_imaginative_games	0.6286857	9	0	3477	344
ARSJ	q40_cooperatively_games	0.6566717	9	0	3582	246
MARCH11	q01_phrases	1	17	1	3718	114
MARCH11	q02_conversation	0.09795102	15	2	3571	116
MARCH11	q03_odd_phrase	1	3	14	566	3119
MARCH11	q04_inappropriate_question	0.4887556	4	13	552	3138
MARCH11	q05_pronouns_mixed	0.3853073	2	15	862	2825
MARCH11	q06_invented_words	0.7636182	2	15	609	3077
MARCH11	q07_same_over	0.3798101	3	14	335	3350
MARCH11	q08_particular_way	0.3518241	1	17	541	3283
MARCH11	q09_expressions_appropriate	1	14	4	2941	885
MARCH11	q10_hand_tool	0.09195402	0	18	566	3259
MARCH11	q11_interest_preoccupy	1	1	17	230	3594
MARCH11	q12_parts_object	1	1	17	251	3579
MARCH11	q13_interests_intensity	1	2	16	519	3307
MARCH11	q14_senses	1	1	17	310	3513
MARCH11	q15_odd_ways	1	1	17	231	3596
MARCH11	q16_complicated_movements	1	2	16	342	3483
MARCH11	q17_injured_deliberately	0.3738131	0	17	296	3528
MARCH11	q18_objects_carry	1	2	15	370	3455
MARCH11	q19_best_friend	1	14	4	3027	807
MARCH11	q20_talk_friendly	0.6326837	16	2	3565	253
MARCH11	q21_copy_you	0.7496252	16	2	3272	552
MARCH11	q22_point_things	0.2423788	18	0	3418	398
MARCH11	q23_gestures_wanted	1	14	4	2902	919
MARCH11	q24_nod_head	0.1074463	15	3	3562	256
MARCH11	q25_shake_head	0.08895552	15	3	3592	230
MARCH11	q26_look_directly	0.6436782	18	0	3641	172
MARCH11	q27_smile_back	1	18	0	3714	102
MARCH11	q28_things_interested	1	18	0	3741	73
MARCH11	q29_share	1	17	1	3612	203
MARCH11	q30_join_enjoyment	0.3348326	17	1	3713	87
MARCH11	q31_comfort	0.1104448	15	3	3559	250
MARCH11	q32_help_attention	0.6336832	18	0	3644	164
MARCH11	q33_range_expressions	1	18	0	3745	63
MARCH11	q34_copy_actions	1	17	1	3576	238
MARCH11	q35_make_believe	1	17	1	3610	197
MARCH11	q36_same_age	1	17	1	3603	212
MARCH11	q37_respond_positively	1	17	1	3647	166
MARCH11	q38_pay_attention	1	17	1	3594	213
MARCH11	q39_imaginative_games	0.4032984	15	3	3471	341
MARCH11	q40_cooperatively_games	0.6051974	16	2	3575	244
UFM1	q01_phrases	0.1729135	5	1	3730	114
UFM1	q02_conversation	1	5	0	3581	118
UFM1	q03_odd_phrase	0.6011994	0	5	569	3128
UFM1	q04_inappropriate_question	0.5992004	0	5	556	3146
UFM1	q05_pronouns_mixed	1	1	4	863	2836
UFM1	q06_invented_words	0.1934033	2	3	609	3089
UFM1	q07_same_over	1	0	5	338	3359
UFM1	q08_particular_way	0.6191904	0	6	542	3294
UFM1	q09_expressions_appropriate	1	5	1	2950	888
UFM1	q10_hand_tool	1	1	5	565	3272
UFM1	q11_interest_preoccupy	1	0	6	231	3605
UFM1	q12_parts_object	1	0	6	252	3590
UFM1	q13_interests_intensity	0.6136932	0	6	521	3317
UFM1	q14_senses	1	0	6	311	3524
UFM1	q15_odd_ways	1	0	6	232	3607
UFM1	q16_complicated_movements	0.6656672	0	6	344	3493
UFM1	q17_injured_deliberately	1	0	6	296	3539
UFM1	q18_objects_carry	0.6421789	0	6	372	3464
UFM1	q19_best_friend	1	5	1	3036	810
UFM1	q20_talk_friendly	0.3423288	5	1	3576	254
UFM1	q21_copy_you	0.2118941	4	2	3284	552
UFM1	q22_point_things	0.11994	4	2	3432	396
UFM1	q23_gestures_wanted	0.155922	3	3	2913	920
UFM1	q24_nod_head	0.3418291	5	1	3572	258
UFM1	q25_shake_head	0.3208396	5	1	3602	232
UFM1	q26_look_directly	1	6	0	3653	172
UFM1	q27_smile_back	1	6	0	3726	102
UFM1	q28_things_interested	0.115942	5	1	3754	72
UFM1	q29_share	1	6	0	3623	204
UFM1	q30_join_enjoyment	1	6	0	3724	88
UFM1	q31_comfort	0.3278361	5	1	3569	252
UFM1	q32_help_attention	0.02898551	4	2	3658	162
UFM1	q33_range_expressions	0.1029485	5	1	3758	62
UFM1	q34_copy_actions	0.3193403	5	1	3588	238
UFM1	q35_make_believe	0.2643678	5	1	3622	197
UFM1	q36_same_age	0.2818591	5	1	3615	212
UFM1	q37_respond_positively	0.2353823	5	1	3659	166
UFM1	q38_pay_attention	0.2953523	5	1	3606	213
UFM1	q39_imaginative_games	1	5	1	3481	343
UFM1	q40_cooperatively_games	0.3108446	5	1	3586	245
ZNF362	q01_phrases	1	10	0	3725	115
ZNF362	q02_conversation	1	10	0	3576	118
ZNF362	q03_odd_phrase	0.7211394	1	9	568	3124
ZNF362	q04_inappropriate_question	0.3753123	0	10	556	3141
ZNF362	q05_pronouns_mixed	0.6946527	3	7	861	2833
ZNF362	q06_invented_words	0.7111444	1	9	610	3083
ZNF362	q07_same_over	1	1	9	337	3355
ZNF362	q08_particular_way	0.6351824	2	8	540	3292
ZNF362	q09_expressions_appropriate	1	8	2	2947	887
ZNF362	q10_hand_tool	0.3893053	0	10	566	3267
ZNF362	q11_interest_preoccupy	1	1	9	230	3602
ZNF362	q12_parts_object	0.6631684	0	10	252	3586
ZNF362	q13_interests_intensity	0.1374313	3	7	518	3316
ZNF362	q14_senses	0.6246877	0	10	311	3520
ZNF362	q15_odd_ways	0.6571714	0	10	232	3603
ZNF362	q16_complicated_movements	0.6121939	0	10	344	3489
ZNF362	q17_injured_deliberately	0.6151924	0	10	296	3535
ZNF362	q18_objects_carry	0.6136932	0	10	372	3460
ZNF362	q19_best_friend	0.1384308	10	0	3031	811
ZNF362	q20_talk_friendly	0.6326837	10	0	3571	255
ZNF362	q21_copy_you	0.167916	7	3	3281	551
ZNF362	q22_point_things	1	9	1	3427	397
ZNF362	q23_gestures_wanted	1	8	2	2908	921
ZNF362	q24_nod_head	0.6361819	10	0	3567	259
ZNF362	q25_shake_head	0.6296852	10	0	3597	233
ZNF362	q26_look_directly	0.3853073	9	1	3650	171
ZNF362	q27_smile_back	1	10	0	3722	102
ZNF362	q28_things_interested	1	10	0	3749	73
ZNF362	q29_share	0.6816592	10	0	3619	204
ZNF362	q30_join_enjoyment	1	10	0	3720	88
ZNF362	q31_comfort	0.6506747	10	0	3564	253
ZNF362	q32_help_attention	1	9	0	3653	164
ZNF362	q33_range_expressions	1	9	0	3754	63
ZNF362	q34_copy_actions	0.6361819	10	0	3583	239
ZNF362	q35_make_believe	1	9	1	3618	197
ZNF362	q36_same_age	0.6881559	9	0	3611	213
ZNF362	q37_respond_positively	0.3508246	9	1	3655	166
ZNF362	q38_pay_attention	0.6516742	10	0	3601	214
ZNF362	q39_imaginative_games	1	9	1	3477	343
ZNF362	q40_cooperatively_games	0.6406797	10	0	3581	246
PDE9A	q01_phrases	0.3328336	12	1	3723	114
PDE9A	q02_conversation	0.3213393	11	1	3575	117
PDE9A	q03_odd_phrase	1	2	10	567	3123
PDE9A	q04_inappropriate_question	0.2393803	0	12	556	3139
PDE9A	q05_pronouns_mixed	1	3	9	861	2831
PDE9A	q06_invented_words	0.7116442	1	11	610	3081
PDE9A	q07_same_over	0.4042979	0	12	338	3352
PDE9A	q08_particular_way	1	2	11	540	3289
PDE9A	q09_expressions_appropriate	0.7546227	9	4	2946	885
PDE9A	q10_hand_tool	1	2	11	564	3266
PDE9A	q11_interest_preoccupy	0.1804098	2	11	229	3600
PDE9A	q12_parts_object	0.2033983	2	11	250	3585
PDE9A	q13_interests_intensity	0.08745627	4	9	517	3314
PDE9A	q14_senses	1	1	12	310	3518
PDE9A	q15_odd_ways	0.04397801	3	10	229	3603
PDE9A	q16_complicated_movements	0.1029485	3	10	341	3489
PDE9A	q17_injured_deliberately	0.6121939	2	11	294	3534
PDE9A	q18_objects_carry	1	1	12	371	3458
PDE9A	q19_best_friend	1	10	3	3031	808
PDE9A	q20_talk_friendly	1	12	1	3569	254
PDE9A	q21_copy_you	1	11	2	3277	552
PDE9A	q22_point_things	0.3863068	13	0	3423	398
PDE9A	q23_gestures_wanted	1	10	3	2906	920
PDE9A	q24_nod_head	1	12	1	3565	258
PDE9A	q25_shake_head	0.6176912	13	0	3594	233
PDE9A	q26_look_directly	0.6716642	13	0	3646	172
PDE9A	q27_smile_back	1	13	0	3719	102
PDE9A	q28_things_interested	1	13	0	3746	73
PDE9A	q29_share	0.6331834	13	0	3616	204
PDE9A	q30_join_enjoyment	1	13	0	3717	88
PDE9A	q31_comfort	1	12	1	3562	252
PDE9A	q32_help_attention	0.6731634	13	0	3649	164
PDE9A	q33_range_expressions	1	13	0	3750	63
PDE9A	q34_copy_actions	1	12	1	3581	238
PDE9A	q35_make_believe	1	12	1	3615	197
PDE9A	q36_same_age	0.6541729	13	0	3607	213
PDE9A	q37_respond_positively	0.6586707	12	0	3652	167
PDE9A	q38_pay_attention	0.6506747	13	0	3598	214
PDE9A	q39_imaginative_games	0.6366817	11	2	3475	342
PDE9A	q40_cooperatively_games	1	12	1	3579	245
TRAM1L1	q01_phrases	1	9	0	3726	115
TRAM1L1	q02_conversation	1	9	0	3577	118
TRAM1L1	q03_odd_phrase	1	1	8	568	3125
TRAM1L1	q04_inappropriate_question	0.02998501	4	5	552	3146
TRAM1L1	q05_pronouns_mixed	0.4797601	1	8	863	2832
TRAM1L1	q06_invented_words	0.3733133	0	9	611	3083
TRAM1L1	q07_same_over	0.6196902	0	9	338	3355
TRAM1L1	q08_particular_way	0.3698151	0	9	542	3291
TRAM1L1	q09_expressions_appropriate	1	7	2	2948	887
TRAM1L1	q10_hand_tool	0.3608196	0	9	566	3268
TRAM1L1	q11_interest_preoccupy	0.6476762	0	9	231	3602
TRAM1L1	q12_parts_object	0.6561719	0	9	252	3587
TRAM1L1	q13_interests_intensity	0.3803098	0	9	521	3314
TRAM1L1	q14_senses	1	1	8	310	3522
TRAM1L1	q15_odd_ways	0.6521739	0	9	232	3604
TRAM1L1	q16_complicated_movements	0.6341829	0	9	344	3490
TRAM1L1	q17_injured_deliberately	1	1	8	295	3537
TRAM1L1	q18_objects_carry	1	1	8	371	3462
TRAM1L1	q19_best_friend	0.7111444	8	1	3033	810
TRAM1L1	q20_talk_friendly	0.6681659	9	0	3572	255
TRAM1L1	q21_copy_you	0.3793103	9	0	3279	554
TRAM1L1	q22_point_things	0.6126937	9	0	3427	398
TRAM1L1	q23_gestures_wanted	0.4697651	8	1	2908	922
TRAM1L1	q24_nod_head	1	8	1	3569	258
TRAM1L1	q25_shake_head	0.6546727	9	0	3598	233
TRAM1L1	q26_look_directly	1	9	0	3650	172
TRAM1L1	q27_smile_back	1	9	0	3723	102
TRAM1L1	q28_things_interested	1	9	0	3750	73
TRAM1L1	q29_share	0.3908046	8	1	3621	203
TRAM1L1	q30_join_enjoyment	1	9	0	3721	88
TRAM1L1	q31_comfort	0.6501749	9	0	3565	253
TRAM1L1	q32_help_attention	1	9	0	3653	164
TRAM1L1	q33_range_expressions	1	9	0	3754	63
TRAM1L1	q34_copy_actions	0.6711644	9	0	3584	239
TRAM1L1	q35_make_believe	1	9	0	3618	198
TRAM1L1	q36_same_age	0.6826587	9	0	3611	213
TRAM1L1	q37_respond_positively	1	9	0	3655	167
TRAM1L1	q38_pay_attention	0.6761619	9	0	3602	214
TRAM1L1	q39_imaginative_games	0.6121939	9	0	3477	344
TRAM1L1	q40_cooperatively_games	0.6711644	9	0	3582	246
RPIA	q01_phrases	1	11	0	3724	115
RPIA	q02_conversation	1	11	0	3575	118
RPIA	q03_odd_phrase	0.08095952	4	7	565	3126
RPIA	q04_inappropriate_question	0.7056472	1	10	555	3141
RPIA	q05_pronouns_mixed	0.1434283	5	6	859	2834
RPIA	q06_invented_words	0.4332834	3	8	608	3084
RPIA	q07_same_over	0.01349325	4	7	334	3357
RPIA	q08_particular_way	0.7186407	1	10	541	3290
RPIA	q09_expressions_appropriate	0.7456272	9	2	2946	887
RPIA	q10_hand_tool	1	2	9	564	3268
RPIA	q11_interest_preoccupy	0.6336832	0	11	231	3600
RPIA	q12_parts_object	1	1	10	251	3586
RPIA	q13_interests_intensity	1	1	10	520	3313
RPIA	q14_senses	0.6056972	0	11	311	3519
RPIA	q15_odd_ways	1	1	10	231	3603
RPIA	q16_complicated_movements	1	1	10	343	3489
RPIA	q17_injured_deliberately	1	1	10	295	3535
RPIA	q18_objects_carry	0.6001999	2	9	370	3461
RPIA	q19_best_friend	1	9	2	3032	809
RPIA	q20_talk_friendly	0.6346827	12	0	3569	255
RPIA	q21_copy_you	0.2343828	12	0	3276	554
RPIA	q22_point_things	1	11	1	3425	397
RPIA	q23_gestures_wanted	0.3023488	11	1	2905	922
RPIA	q24_nod_head	0.6266867	12	0	3565	259
RPIA	q25_shake_head	0.6356822	12	0	3595	233
RPIA	q26_look_directly	1	11	1	3648	171
RPIA	q27_smile_back	1	12	0	3720	102
RPIA	q28_things_interested	1	12	0	3747	73
RPIA	q29_share	0.6486757	12	0	3617	204
RPIA	q30_join_enjoyment	1	12	0	3718	88
RPIA	q31_comfort	0.6246877	11	0	3563	253
RPIA	q32_help_attention	1	11	0	3651	164
RPIA	q33_range_expressions	1	11	0	3752	63
RPIA	q34_copy_actions	0.6226887	11	0	3582	239
RPIA	q35_make_believe	1	10	1	3617	197
RPIA	q36_same_age	0.6706647	11	0	3609	213
RPIA	q37_respond_positively	1	11	0	3653	167
RPIA	q38_pay_attention	0.6481759	11	0	3600	214
RPIA	q39_imaginative_games	0.2633683	9	2	3477	342
RPIA	q40_cooperatively_games	0.6391804	11	0	3580	246
BTBD9	q01_phrases	1	14	0	3721	115
BTBD9	q02_conversation	1	14	0	3572	118
BTBD9	q03_odd_phrase	0.2468766	4	10	565	3123
BTBD9	q04_inappropriate_question	1	2	12	554	3139
BTBD9	q05_pronouns_mixed	1	3	10	861	2830
BTBD9	q06_invented_words	1	2	12	609	3080
BTBD9	q07_same_over	0.6241879	2	12	336	3352
BTBD9	q08_particular_way	0.03448276	5	9	537	3291
BTBD9	q09_expressions_appropriate	0.1154423	8	6	2947	883
BTBD9	q10_hand_tool	0.5157421	1	13	565	3264
BTBD9	q11_interest_preoccupy	1	1	12	230	3599
BTBD9	q12_parts_object	0.2323838	2	12	250	3584
BTBD9	q13_interests_intensity	0.1129435	4	10	517	3313
BTBD9	q14_senses	0.6206897	2	12	309	3518
BTBD9	q15_odd_ways	0.2018991	2	12	230	3601
BTBD9	q16_complicated_movements	1	1	13	343	3486
BTBD9	q17_injured_deliberately	0.4207896	0	14	296	3531
BTBD9	q18_objects_carry	1	1	13	371	3457
BTBD9	q19_best_friend	0.5102449	10	4	3031	807
BTBD9	q20_talk_friendly	0.6216892	14	0	3567	255
BTBD9	q21_copy_you	0.7026487	11	3	3277	551
BTBD9	q22_point_things	0.181909	11	3	3425	395
BTBD9	q23_gestures_wanted	0.7461269	10	4	2906	919
BTBD9	q24_nod_head	1	13	1	3564	258
BTBD9	q25_shake_head	1	13	1	3594	232
BTBD9	q26_look_directly	0.1264368	12	2	3647	170
BTBD9	q27_smile_back	0.05197401	12	2	3720	100
BTBD9	q28_things_interested	0.2423788	13	1	3746	72
BTBD9	q29_share	0.6351824	14	0	3615	204
BTBD9	q30_join_enjoyment	1	13	0	3717	88
BTBD9	q31_comfort	0.6291854	14	0	3560	253
BTBD9	q32_help_attention	0.137931	12	2	3650	162
BTBD9	q33_range_expressions	0.1949025	12	1	3751	62
BTBD9	q34_copy_actions	1	13	1	3580	238
BTBD9	q35_make_believe	1	12	1	3615	197
BTBD9	q36_same_age	0.03548226	10	3	3610	210
BTBD9	q37_respond_positively	0.1154423	12	2	3652	165
BTBD9	q38_pay_attention	1	13	1	3598	213
BTBD9	q39_imaginative_games	1	13	1	3473	343
BTBD9	q40_cooperatively_games	0.2318841	12	2	3579	244
SPP2	q01_phrases	1	10	0	3725	115
SPP2	q02_conversation	0.2673663	9	1	3577	117
SPP2	q03_odd_phrase	0.04497751	4	6	565	3127
SPP2	q04_inappropriate_question	0.6471764	2	8	554	3143
SPP2	q05_pronouns_mixed	1	2	8	862	2832
SPP2	q06_invented_words	0.3808096	3	7	608	3085
SPP2	q07_same_over	0.06346827	3	7	335	3357
SPP2	q08_particular_way	0.1664168	3	7	539	3293
SPP2	q09_expressions_appropriate	0.7221389	7	3	2948	886
SPP2	q10_hand_tool	0.6636682	2	8	564	3269
SPP2	q11_interest_preoccupy	1	1	9	230	3602
SPP2	q12_parts_object	1	1	9	251	3587
SPP2	q13_interests_intensity	0.6341829	2	8	519	3315
SPP2	q14_senses	1	1	9	310	3521
SPP2	q15_odd_ways	0.6461769	0	10	232	3603
SPP2	q16_complicated_movements	1	1	9	343	3490
SPP2	q17_injured_deliberately	0.1884058	2	8	294	3537
SPP2	q18_objects_carry	0.06996502	3	7	369	3463
SPP2	q19_best_friend	0.4712644	9	1	3032	810
SPP2	q20_talk_friendly	1	9	1	3572	254
SPP2	q21_copy_you	1	9	1	3279	553
SPP2	q22_point_things	0.6036982	8	2	3428	396
SPP2	q23_gestures_wanted	0.2708646	6	4	2910	919
SPP2	q24_nod_head	0.6231884	10	0	3567	259
SPP2	q25_shake_head	0.6526737	10	0	3597	233
SPP2	q26_look_directly	0.3903048	9	1	3650	171
SPP2	q27_smile_back	1	10	0	3722	102
SPP2	q28_things_interested	1	10	0	3749	73
SPP2	q29_share	1	9	1	3620	203
SPP2	q30_join_enjoyment	0.2043978	9	1	3721	87
SPP2	q31_comfort	1	9	1	3565	252
SPP2	q32_help_attention	1	10	0	3652	164
SPP2	q33_range_expressions	1	10	0	3753	63
SPP2	q34_copy_actions	0.1364318	8	2	3585	237
SPP2	q35_make_believe	1	9	1	3618	197
SPP2	q36_same_age	0.0129935	7	3	3613	210
SPP2	q37_respond_positively	0.3658171	9	1	3655	166
SPP2	q38_pay_attention	0.1044478	8	2	3603	212
SPP2	q39_imaginative_games	1	9	1	3477	343
SPP2	q40_cooperatively_games	0.1224388	8	2	3583	244
SLC30A4	q01_phrases	0.2313843	8	1	3727	114
SLC30A4	q02_conversation	1	7	0	3579	118
SLC30A4	q03_odd_phrase	1	1	6	568	3127
SLC30A4	q04_inappropriate_question	1	1	6	555	3145
SLC30A4	q05_pronouns_mixed	0.7031484	1	6	863	2834
SLC30A4	q06_invented_words	1	1	6	610	3086
SLC30A4	q07_same_over	1	1	6	337	3358
SLC30A4	q08_particular_way	0.5962019	2	7	540	3293
SLC30A4	q09_expressions_appropriate	0.7021489	6	3	2949	886
SLC30A4	q10_hand_tool	1	1	8	565	3269
SLC30A4	q11_interest_preoccupy	0.6881559	0	9	231	3602
SLC30A4	q12_parts_object	0.6586707	0	9	252	3587
SLC30A4	q13_interests_intensity	1	1	8	520	3315
SLC30A4	q14_senses	1	1	8	310	3522
SLC30A4	q15_odd_ways	1	1	8	231	3605
SLC30A4	q16_complicated_movements	1	1	8	343	3491
SLC30A4	q17_injured_deliberately	1	1	8	295	3537
SLC30A4	q18_objects_carry	0.2283858	2	7	370	3463
SLC30A4	q19_best_friend	1	7	2	3034	809
SLC30A4	q20_talk_friendly	1	8	1	3573	254
SLC30A4	q21_copy_you	1	8	1	3280	553
SLC30A4	q22_point_things	1	8	1	3428	397
SLC30A4	q23_gestures_wanted	0.7096452	6	3	2910	920
SLC30A4	q24_nod_head	1	8	1	3569	258
SLC30A4	q25_shake_head	1	8	1	3599	232
SLC30A4	q26_look_directly	0.3343328	8	1	3651	171
SLC30A4	q27_smile_back	0.02098951	7	2	3725	100
SLC30A4	q28_things_interested	0.147926	8	1	3751	72
SLC30A4	q29_share	0.005997001	6	3	3623	201
SLC30A4	q30_join_enjoyment	0.2048976	8	1	3722	87
SLC30A4	q31_comfort	0.01449275	6	3	3568	250
SLC30A4	q32_help_attention	1	9	0	3653	164
SLC30A4	q33_range_expressions	0.1409295	8	1	3755	62
SLC30A4	q34_copy_actions	0.02098951	6	3	3587	236
SLC30A4	q35_make_believe	0.07446277	7	2	3620	196
SLC30A4	q36_same_age	0.09045477	7	2	3613	211
SLC30A4	q37_respond_positively	0.007496252	6	3	3658	164
SLC30A4	q38_pay_attention	0.6806597	9	0	3602	214
